MySQL query,Postgresql query,Mongodb query,Couchbase query,mysql_CPU(Kwh),mysql_RAM(Kwh),mysql_Total(Kwh),mysql_CO2(Kg),postgresql_CPU(Kwh),postgresql_RAM(Kwh),postgresql_Total(Kwh),postgresql_CO2(Kg),mongodb_CPU(Kwh),mongodb_RAM(Kwh),mongodb_Total(Kwh),mongodb_CO2(Kg),couchbase_CPU(Kwh),couchbase_RAM(Kwh),couchbase_Total(Kwh),couchbase_CO2(Kg)
select * from netflix_userbase,select * from netflix_userbase,db.netflix_userbase.find(),select * from netflix_userbase,2.90e-07,5.70e-08,3.47e-07,2.17e-07,6.15e-07,5.59e-08,6.71e-07,4.20e-07,4.20e-07,5.10e-08,4.71e-07,2.95e-07,7.20e-07,7.59e-08,7.95e-07,4.98e-07
